user_id,product_id,product_name,category,purchase_date,rating
44896,104,Noise Cancelling Headphones,Electronics,2024-09-23,2
16411,109,Sneakers,Footwear,2024-08-31,4
31723,108,LED Monitor,Electronics,2025-04-12,1
5255,105,Cookware Set,Home & Kitchen,2024-05-22,3
43400,101,Wireless Mouse,Electronics,2024-12-24,1
34833,102,Gaming Keyboard,Electronics,2025-02-07,4
37454,107,Bookshelf,Furniture,2024-08-29,1
33970,105,Cookware Set,Home & Kitchen,2025-03-23,3
3591,107,Bookshelf,Furniture,2025-02-02,1
3433,109,Sneakers,Footwear,2024-06-09,1
6226,107,Bookshelf,Furniture,2024-03-24,1
19074,108,LED Monitor,Electronics,2024-11-17,3
18840,104,Noise Cancelling Headphones,Electronics,2024-05-18,4
43534,101,Wireless Mouse,Electronics,2023-09-11,3
26782,107,Bookshelf,Furniture,2023-12-02,5
39526,108,LED Monitor,Electronics,2023-09-27,1
10258,103,Office Chair,Furniture,2023-09-24,3
32417,108,LED Monitor,Electronics,2025-01-20,4
40676,109,Sneakers,Footwear,2024-11-01,5
40306,108,LED Monitor,Electronics,2025-05-11,3
25104,109,Sneakers,Footwear,2023-08-08,2
49911,110,Smartphone,Electronics,2024-11-30,3
6626,109,Sneakers,Footwear,2024-03-25,2
7854,109,Sneakers,Footwear,2024-01-10,3
39393,110,Smartphone,Electronics,2023-11-21,5
7651,105,Cookware Set,Home & Kitchen,2024-11-17,3
47259,101,Wireless Mouse,Electronics,2024-12-06,3
24826,105,Cookware Set,Home & Kitchen,2025-01-01,5
6320,104,Noise Cancelling Headphones,Electronics,2023-10-26,2
3627,106,Yoga Mat,Fitness,2025-04-14,3
33705,110,Smartphone,Electronics,2024-01-21,4
5028,106,Yoga Mat,Fitness,2025-02-07,2
14352,101,Wireless Mouse,Electronics,2024-06-22,5
23100,102,Gaming Keyboard,Electronics,2024-09-22,1
1001,105,Cookware Set,Home & Kitchen,2024-02-24,2
32417,104,Noise Cancelling Headphones,Electronics,2025-03-05,5
47640,104,Noise Cancelling Headphones,Electronics,2024-07-06,3
35621,101,Wireless Mouse,Electronics,2024-08-29,5
11593,105,Cookware Set,Home & Kitchen,2023-09-03,1
36370,110,Smartphone,Electronics,2025-05-25,3
29864,103,Office Chair,Furniture,2024-02-22,2
49581,108,LED Monitor,Electronics,2024-06-02,3
1405,109,Sneakers,Footwear,2024-12-29,2
28702,101,Wireless Mouse,Electronics,2024-06-03,3
33821,104,Noise Cancelling Headphones,Electronics,2024-05-13,1
45352,102,Gaming Keyboard,Electronics,2023-06-27,2
11793,101,Wireless Mouse,Electronics,2025-02-15,4
48445,108,LED Monitor,Electronics,2024-11-12,2
34375,107,Bookshelf,Furniture,2023-09-28,4
26040,104,Noise Cancelling Headphones,Electronics,2025-02-26,3
35352,105,Cookware Set,Home & Kitchen,2023-11-09,4
41473,102,Gaming Keyboard,Electronics,2024-04-17,4
18264,104,Noise Cancelling Headphones,Electronics,2025-01-24,5
20163,106,Yoga Mat,Fitness,2024-12-27,2
39965,101,Wireless Mouse,Electronics,2023-10-27,4
31905,102,Gaming Keyboard,Electronics,2024-09-01,2
6140,102,Gaming Keyboard,Electronics,2024-02-11,3
49842,108,LED Monitor,Electronics,2023-08-12,4
9374,108,LED Monitor,Electronics,2023-06-10,3
35780,107,Bookshelf,Furniture,2023-09-28,1
41230,110,Smartphone,Electronics,2025-03-23,5
22545,104,Noise Cancelling Headphones,Electronics,2023-08-12,5
4736,106,Yoga Mat,Fitness,2024-05-16,2
37219,101,Wireless Mouse,Electronics,2023-09-29,2
8948,107,Bookshelf,Furniture,2023-08-22,4
12886,104,Noise Cancelling Headphones,Electronics,2024-10-20,5
33695,101,Wireless Mouse,Electronics,2024-02-03,3
41406,106,Yoga Mat,Fitness,2024-03-10,5
25975,108,LED Monitor,Electronics,2023-09-01,2
27035,110,Smartphone,Electronics,2023-11-02,3
44099,110,Smartphone,Electronics,2023-09-23,1
12102,104,Noise Cancelling Headphones,Electronics,2025-01-17,1
16449,101,Wireless Mouse,Electronics,2024-09-17,3
6047,109,Sneakers,Footwear,2024-01-05,4
9713,107,Bookshelf,Furniture,2024-02-15,2
13353,101,Wireless Mouse,Electronics,2024-01-17,2
4883,108,LED Monitor,Electronics,2024-02-27,1
4585,101,Wireless Mouse,Electronics,2023-12-01,2
19821,104,Noise Cancelling Headphones,Electronics,2025-05-26,3
23485,107,Bookshelf,Furniture,2024-07-10,1
18220,106,Yoga Mat,Fitness,2024-12-02,1
23714,105,Cookware Set,Home & Kitchen,2024-02-27,3
25733,108,LED Monitor,Electronics,2024-01-13,5
14983,102,Gaming Keyboard,Electronics,2023-08-27,3
45764,110,Smartphone,Electronics,2024-03-31,4
2554,102,Gaming Keyboard,Electronics,2024-01-02,5
9583,104,Noise Cancelling Headphones,Electronics,2025-05-26,2
18142,107,Bookshelf,Furniture,2023-12-22,1
44630,107,Bookshelf,Furniture,2023-08-26,1
21996,110,Smartphone,Electronics,2023-10-31,1
42240,110,Smartphone,Electronics,2024-02-05,4
36384,104,Noise Cancelling Headphones,Electronics,2023-08-08,2
7468,109,Sneakers,Footwear,2023-08-30,1
43813,104,Noise Cancelling Headphones,Electronics,2024-08-02,3
10312,105,Cookware Set,Home & Kitchen,2024-03-05,1
4384,101,Wireless Mouse,Electronics,2025-01-28,2
44999,106,Yoga Mat,Fitness,2025-05-20,2
28516,110,Smartphone,Electronics,2023-10-03,5
45495,109,Sneakers,Footwear,2025-02-12,3
31857,105,Cookware Set,Home & Kitchen,2024-03-08,2
36902,102,Gaming Keyboard,Electronics,2025-04-11,3
10273,109,Sneakers,Footwear,2025-04-12,4
17928,107,Bookshelf,Furniture,2024-12-11,3
12236,110,Smartphone,Electronics,2024-11-27,5
14832,102,Gaming Keyboard,Electronics,2023-12-12,2
3993,103,Office Chair,Furniture,2023-09-17,1
867,109,Sneakers,Footwear,2025-02-04,2
45652,109,Sneakers,Footwear,2024-12-30,3
34252,105,Cookware Set,Home & Kitchen,2023-07-20,3
43086,104,Noise Cancelling Headphones,Electronics,2023-11-27,2
4709,106,Yoga Mat,Fitness,2024-01-06,4
2418,110,Smartphone,Electronics,2024-06-08,2
28782,107,Bookshelf,Furniture,2024-07-31,3
30778,107,Bookshelf,Furniture,2025-04-28,1
20148,109,Sneakers,Footwear,2023-12-17,2
325,101,Wireless Mouse,Electronics,2024-01-29,5
35929,101,Wireless Mouse,Electronics,2024-07-20,1
45140,102,Gaming Keyboard,Electronics,2025-03-28,5
35624,110,Smartphone,Electronics,2023-10-01,2
34313,106,Yoga Mat,Fitness,2025-04-16,2
42535,101,Wireless Mouse,Electronics,2024-09-19,1
13811,109,Sneakers,Footwear,2025-02-21,4
8464,102,Gaming Keyboard,Electronics,2023-09-14,1
19534,101,Wireless Mouse,Electronics,2024-02-13,4
39262,109,Sneakers,Footwear,2025-04-24,4
45181,110,Smartphone,Electronics,2024-05-21,2
34500,107,Bookshelf,Furniture,2024-03-09,3
49502,105,Cookware Set,Home & Kitchen,2024-12-19,1
20038,105,Cookware Set,Home & Kitchen,2023-12-12,3
49825,102,Gaming Keyboard,Electronics,2024-06-27,5
37611,109,Sneakers,Footwear,2025-05-18,3
15216,106,Yoga Mat,Fitness,2024-03-26,2
40523,107,Bookshelf,Furniture,2024-04-17,3
24589,106,Yoga Mat,Fitness,2024-07-03,2
48996,108,LED Monitor,Electronics,2025-01-07,2
29826,101,Wireless Mouse,Electronics,2024-05-15,5
46561,105,Cookware Set,Home & Kitchen,2024-01-02,3
221,109,Sneakers,Footwear,2024-02-21,3
41820,108,LED Monitor,Electronics,2025-03-17,2
9386,109,Sneakers,Footwear,2024-04-05,5
17530,104,Noise Cancelling Headphones,Electronics,2023-08-19,2
41366,106,Yoga Mat,Fitness,2025-01-05,2
30936,103,Office Chair,Furniture,2023-12-14,4
17670,107,Bookshelf,Furniture,2024-01-12,5
35130,106,Yoga Mat,Fitness,2025-04-29,4
36040,105,Cookware Set,Home & Kitchen,2024-12-18,3
36484,104,Noise Cancelling Headphones,Electronics,2023-12-31,3
9380,106,Yoga Mat,Fitness,2024-07-22,3
7410,104,Noise Cancelling Headphones,Electronics,2024-04-16,1
24401,104,Noise Cancelling Headphones,Electronics,2024-12-01,1
30692,110,Smartphone,Electronics,2023-12-09,1
27991,103,Office Chair,Furniture,2023-09-02,5
22204,110,Smartphone,Electronics,2024-04-06,2
15352,106,Yoga Mat,Fitness,2024-04-10,5
41478,110,Smartphone,Electronics,2024-12-25,1
5047,105,Cookware Set,Home & Kitchen,2025-01-26,1
11869,105,Cookware Set,Home & Kitchen,2024-01-11,2
42627,101,Wireless Mouse,Electronics,2023-10-20,4
32026,106,Yoga Mat,Fitness,2025-05-06,3
20028,101,Wireless Mouse,Electronics,2024-09-14,2
13807,104,Noise Cancelling Headphones,Electronics,2024-03-18,4
19049,104,Noise Cancelling Headphones,Electronics,2024-07-06,5
29558,110,Smartphone,Electronics,2024-07-06,3
19633,109,Sneakers,Footwear,2024-03-22,2
31101,107,Bookshelf,Furniture,2024-01-10,2
1448,109,Sneakers,Footwear,2025-06-02,2
249,102,Gaming Keyboard,Electronics,2024-01-28,3
36378,103,Office Chair,Furniture,2024-12-20,1
13020,104,Noise Cancelling Headphones,Electronics,2023-07-20,2
41079,101,Wireless Mouse,Electronics,2024-03-24,3
16197,105,Cookware Set,Home & Kitchen,2024-03-08,2
15045,108,LED Monitor,Electronics,2023-08-06,2
6702,108,LED Monitor,Electronics,2025-01-26,3
36096,108,LED Monitor,Electronics,2023-09-16,4
37295,101,Wireless Mouse,Electronics,2025-02-05,3
46314,102,Gaming Keyboard,Electronics,2023-07-14,5
44163,104,Noise Cancelling Headphones,Electronics,2025-02-25,5
49834,104,Noise Cancelling Headphones,Electronics,2023-11-09,5
37278,107,Bookshelf,Furniture,2023-11-20,1
28745,109,Sneakers,Footwear,2023-12-12,3
24071,108,LED Monitor,Electronics,2025-02-11,5
29057,105,Cookware Set,Home & Kitchen,2025-03-12,3
20688,102,Gaming Keyboard,Electronics,2023-12-07,2
49502,110,Smartphone,Electronics,2025-04-30,1
3013,102,Gaming Keyboard,Electronics,2025-06-02,3
18779,105,Cookware Set,Home & Kitchen,2025-02-11,2
7546,110,Smartphone,Electronics,2025-05-13,4
14942,101,Wireless Mouse,Electronics,2024-05-25,3
10064,103,Office Chair,Furniture,2024-09-01,1
47357,102,Gaming Keyboard,Electronics,2023-07-08,1
24700,103,Office Chair,Furniture,2023-09-29,3
1706,101,Wireless Mouse,Electronics,2025-05-16,4
10335,102,Gaming Keyboard,Electronics,2025-02-16,1
30822,108,LED Monitor,Electronics,2023-06-25,3
47135,109,Sneakers,Footwear,2024-10-25,4
13609,108,LED Monitor,Electronics,2023-08-08,1
38308,106,Yoga Mat,Fitness,2024-08-20,3
11124,110,Smartphone,Electronics,2024-10-03,1
28828,104,Noise Cancelling Headphones,Electronics,2024-02-17,5
32788,108,LED Monitor,Electronics,2025-01-16,5
17707,105,Cookware Set,Home & Kitchen,2024-10-04,1
47684,101,Wireless Mouse,Electronics,2023-12-24,4
29372,110,Smartphone,Electronics,2024-04-14,4
31799,102,Gaming Keyboard,Electronics,2024-03-19,1
1280,110,Smartphone,Electronics,2024-11-22,3
39961,101,Wireless Mouse,Electronics,2025-05-12,4
22362,105,Cookware Set,Home & Kitchen,2024-12-16,2
10640,104,Noise Cancelling Headphones,Electronics,2025-04-04,5
41392,103,Office Chair,Furniture,2025-05-07,3
4056,110,Smartphone,Electronics,2024-02-02,1
37930,101,Wireless Mouse,Electronics,2025-02-09,5
32118,104,Noise Cancelling Headphones,Electronics,2025-05-05,2
25938,107,Bookshelf,Furniture,2024-05-12,3
28620,109,Sneakers,Footwear,2024-05-07,5
14911,104,Noise Cancelling Headphones,Electronics,2024-04-29,5
23767,106,Yoga Mat,Fitness,2024-12-18,3
34391,103,Office Chair,Furniture,2024-01-22,2
40535,101,Wireless Mouse,Electronics,2023-10-01,5
3891,109,Sneakers,Footwear,2024-10-30,1
29373,102,Gaming Keyboard,Electronics,2024-02-11,2
8630,109,Sneakers,Footwear,2024-10-09,5
16772,103,Office Chair,Furniture,2024-10-14,3
10496,105,Cookware Set,Home & Kitchen,2025-02-05,4
1929,108,LED Monitor,Electronics,2023-07-12,4
27721,107,Bookshelf,Furniture,2024-01-19,2
9781,103,Office Chair,Furniture,2024-10-30,5
31459,103,Office Chair,Furniture,2024-05-28,5
42626,106,Yoga Mat,Fitness,2024-01-06,1
5736,101,Wireless Mouse,Electronics,2025-05-20,3
38750,104,Noise Cancelling Headphones,Electronics,2023-10-28,3
30579,106,Yoga Mat,Fitness,2024-01-24,5
46090,102,Gaming Keyboard,Electronics,2025-02-27,2
26227,110,Smartphone,Electronics,2024-05-22,2
49476,109,Sneakers,Footwear,2023-12-05,4
9623,107,Bookshelf,Furniture,2025-02-04,2
46718,101,Wireless Mouse,Electronics,2023-11-20,4
27911,104,Noise Cancelling Headphones,Electronics,2025-03-01,1
6109,104,Noise Cancelling Headphones,Electronics,2023-07-14,4
3025,110,Smartphone,Electronics,2023-11-21,2
2655,107,Bookshelf,Furniture,2025-01-03,1
14713,107,Bookshelf,Furniture,2024-11-14,4
15428,108,LED Monitor,Electronics,2024-11-26,1
649,101,Wireless Mouse,Electronics,2024-07-12,4
7408,106,Yoga Mat,Fitness,2024-05-23,4
33373,101,Wireless Mouse,Electronics,2023-06-15,2
13474,106,Yoga Mat,Fitness,2024-04-20,2
29422,103,Office Chair,Furniture,2023-08-01,4
8366,105,Cookware Set,Home & Kitchen,2024-12-11,5
2756,104,Noise Cancelling Headphones,Electronics,2023-08-26,2
8223,103,Office Chair,Furniture,2023-06-14,2
1242,107,Bookshelf,Furniture,2024-08-25,3
29130,108,LED Monitor,Electronics,2024-10-09,2
33994,104,Noise Cancelling Headphones,Electronics,2025-04-13,2
8208,107,Bookshelf,Furniture,2023-07-08,2
30882,110,Smartphone,Electronics,2024-10-30,5
16051,109,Sneakers,Footwear,2025-04-01,4
45261,103,Office Chair,Furniture,2024-01-29,1
13456,104,Noise Cancelling Headphones,Electronics,2024-04-23,5
23565,110,Smartphone,Electronics,2023-09-27,2
4818,106,Yoga Mat,Fitness,2023-06-15,5
43221,106,Yoga Mat,Fitness,2024-07-09,2
18628,109,Sneakers,Footwear,2025-03-07,1
37878,109,Sneakers,Footwear,2023-07-13,4
30286,103,Office Chair,Furniture,2024-04-18,3
39591,109,Sneakers,Footwear,2025-02-22,1
42707,108,LED Monitor,Electronics,2024-01-19,1
32837,107,Bookshelf,Furniture,2024-06-08,2
30851,103,Office Chair,Furniture,2024-03-07,3
10450,106,Yoga Mat,Fitness,2025-01-05,3
14722,109,Sneakers,Footwear,2024-03-22,4
15014,109,Sneakers,Footwear,2025-01-13,3
40847,104,Noise Cancelling Headphones,Electronics,2024-07-18,3
4672,106,Yoga Mat,Fitness,2023-10-15,4
12160,110,Smartphone,Electronics,2023-10-16,3
22053,103,Office Chair,Furniture,2024-05-13,4
46454,106,Yoga Mat,Fitness,2024-12-13,1
25094,107,Bookshelf,Furniture,2025-03-29,1
35807,109,Sneakers,Footwear,2024-11-21,3
21661,108,LED Monitor,Electronics,2025-01-28,3
43564,109,Sneakers,Footwear,2023-12-28,5
8380,105,Cookware Set,Home & Kitchen,2024-05-08,2
26488,102,Gaming Keyboard,Electronics,2024-10-12,5
49534,101,Wireless Mouse,Electronics,2024-11-26,5
17032,103,Office Chair,Furniture,2024-04-08,1
15874,110,Smartphone,Electronics,2024-09-22,2
38832,110,Smartphone,Electronics,2024-08-18,4
30331,109,Sneakers,Footwear,2024-07-15,2
33495,107,Bookshelf,Furniture,2024-02-04,1
11741,103,Office Chair,Furniture,2024-10-18,4
36993,106,Yoga Mat,Fitness,2024-03-29,2
16705,106,Yoga Mat,Fitness,2024-01-18,3
16309,109,Sneakers,Footwear,2023-07-29,5
28095,109,Sneakers,Footwear,2023-07-17,1
35936,104,Noise Cancelling Headphones,Electronics,2024-11-16,5
30176,110,Smartphone,Electronics,2023-07-28,1
40587,107,Bookshelf,Furniture,2024-06-15,2
38320,107,Bookshelf,Furniture,2025-04-27,5
25842,106,Yoga Mat,Fitness,2023-09-14,3
13238,107,Bookshelf,Furniture,2023-12-17,4
39666,110,Smartphone,Electronics,2023-08-25,1
1445,104,Noise Cancelling Headphones,Electronics,2025-05-25,5
4112,108,LED Monitor,Electronics,2024-01-08,5
41390,108,LED Monitor,Electronics,2024-07-23,1
4785,102,Gaming Keyboard,Electronics,2024-04-10,1
20236,108,LED Monitor,Electronics,2024-12-01,4
17275,105,Cookware Set,Home & Kitchen,2024-08-17,5
14186,107,Bookshelf,Furniture,2023-07-04,5
34706,107,Bookshelf,Furniture,2024-10-07,3
25624,102,Gaming Keyboard,Electronics,2024-12-30,4
17560,103,Office Chair,Furniture,2023-07-21,1
24666,108,LED Monitor,Electronics,2024-06-19,2
48027,103,Office Chair,Furniture,2023-06-12,3
11382,106,Yoga Mat,Fitness,2023-06-20,2
28118,105,Cookware Set,Home & Kitchen,2024-08-30,3
48406,101,Wireless Mouse,Electronics,2024-11-10,3
18413,102,Gaming Keyboard,Electronics,2024-10-26,1
49393,106,Yoga Mat,Fitness,2024-08-06,3
28995,109,Sneakers,Footwear,2024-12-07,3
39738,105,Cookware Set,Home & Kitchen,2025-02-14,4
43888,107,Bookshelf,Furniture,2025-02-02,1
21586,103,Office Chair,Furniture,2023-09-15,2
22002,105,Cookware Set,Home & Kitchen,2025-03-20,4
42747,101,Wireless Mouse,Electronics,2024-12-07,1
42612,106,Yoga Mat,Fitness,2024-11-25,5
42939,101,Wireless Mouse,Electronics,2023-08-09,5
8603,102,Gaming Keyboard,Electronics,2023-10-06,5
41487,106,Yoga Mat,Fitness,2024-09-06,4
39573,103,Office Chair,Furniture,2024-04-24,1
15288,105,Cookware Set,Home & Kitchen,2023-09-29,3
39956,101,Wireless Mouse,Electronics,2024-11-23,5
41972,104,Noise Cancelling Headphones,Electronics,2023-11-15,1
17062,101,Wireless Mouse,Electronics,2023-08-05,1
1912,108,LED Monitor,Electronics,2024-05-01,3
40611,106,Yoga Mat,Fitness,2023-09-09,5
9546,107,Bookshelf,Furniture,2024-11-16,3
20680,106,Yoga Mat,Fitness,2025-01-10,1
41134,105,Cookware Set,Home & Kitchen,2025-01-14,3
21679,110,Smartphone,Electronics,2025-05-14,5
32191,102,Gaming Keyboard,Electronics,2025-01-03,5
5394,103,Office Chair,Furniture,2023-10-22,5
7157,106,Yoga Mat,Fitness,2024-10-17,3
28426,102,Gaming Keyboard,Electronics,2023-11-03,3
47090,104,Noise Cancelling Headphones,Electronics,2024-12-21,5
42806,103,Office Chair,Furniture,2023-12-26,3
14535,101,Wireless Mouse,Electronics,2025-03-22,3
4276,109,Sneakers,Footwear,2024-09-24,5
13001,110,Smartphone,Electronics,2024-06-12,2
13914,105,Cookware Set,Home & Kitchen,2024-06-24,5
13705,109,Sneakers,Footwear,2024-07-11,4
39709,102,Gaming Keyboard,Electronics,2023-09-16,1
27265,101,Wireless Mouse,Electronics,2025-03-04,1
38464,107,Bookshelf,Furniture,2023-06-04,4
46345,109,Sneakers,Footwear,2025-01-03,1
8771,103,Office Chair,Furniture,2024-09-06,3
5750,104,Noise Cancelling Headphones,Electronics,2023-09-25,3
36925,109,Sneakers,Footwear,2025-03-04,4
37690,101,Wireless Mouse,Electronics,2024-03-09,4
47280,102,Gaming Keyboard,Electronics,2024-02-10,2
17176,103,Office Chair,Furniture,2023-12-22,3
10320,104,Noise Cancelling Headphones,Electronics,2025-03-02,2
30034,104,Noise Cancelling Headphones,Electronics,2024-02-08,5
14276,102,Gaming Keyboard,Electronics,2023-09-21,3
6088,104,Noise Cancelling Headphones,Electronics,2024-07-29,1
16225,106,Yoga Mat,Fitness,2025-04-03,1
23434,108,LED Monitor,Electronics,2023-12-19,3
11575,102,Gaming Keyboard,Electronics,2024-02-13,3
17110,106,Yoga Mat,Fitness,2024-01-05,4
29297,105,Cookware Set,Home & Kitchen,2025-03-10,1
31808,102,Gaming Keyboard,Electronics,2025-05-12,2
20140,109,Sneakers,Footwear,2024-12-22,3
17907,107,Bookshelf,Furniture,2024-05-05,4
13648,102,Gaming Keyboard,Electronics,2024-02-16,5
34968,104,Noise Cancelling Headphones,Electronics,2024-07-06,2
42426,110,Smartphone,Electronics,2024-02-24,2
2826,105,Cookware Set,Home & Kitchen,2025-05-09,4
31632,102,Gaming Keyboard,Electronics,2023-08-13,3
11646,110,Smartphone,Electronics,2024-03-19,2
40130,101,Wireless Mouse,Electronics,2024-06-02,3
32181,106,Yoga Mat,Fitness,2023-10-20,4
22464,103,Office Chair,Furniture,2024-10-08,3
25249,103,Office Chair,Furniture,2023-11-08,2
3004,109,Sneakers,Footwear,2023-12-31,5
36347,103,Office Chair,Furniture,2023-06-05,2
10901,107,Bookshelf,Furniture,2024-05-18,4
29874,102,Gaming Keyboard,Electronics,2023-10-15,3
49400,109,Sneakers,Footwear,2024-03-30,4
26228,105,Cookware Set,Home & Kitchen,2023-12-18,1
1355,106,Yoga Mat,Fitness,2024-02-01,1
47645,110,Smartphone,Electronics,2025-02-19,5
10895,101,Wireless Mouse,Electronics,2024-11-02,2
37756,110,Smartphone,Electronics,2023-08-14,1
23556,110,Smartphone,Electronics,2023-08-07,1
10883,107,Bookshelf,Furniture,2023-10-11,4
26231,104,Noise Cancelling Headphones,Electronics,2024-01-25,5
31588,108,LED Monitor,Electronics,2024-11-11,2
1450,108,LED Monitor,Electronics,2024-08-29,5
19264,102,Gaming Keyboard,Electronics,2024-03-06,3
28645,105,Cookware Set,Home & Kitchen,2024-07-10,1
16496,105,Cookware Set,Home & Kitchen,2024-08-09,3
6287,109,Sneakers,Footwear,2023-07-07,3
42848,104,Noise Cancelling Headphones,Electronics,2024-01-03,4
37328,105,Cookware Set,Home & Kitchen,2025-06-03,5
27646,106,Yoga Mat,Fitness,2024-08-11,4
38019,105,Cookware Set,Home & Kitchen,2024-01-22,2
40221,108,LED Monitor,Electronics,2024-07-15,5
39624,110,Smartphone,Electronics,2024-08-12,5
11084,107,Bookshelf,Furniture,2024-10-04,4
45337,101,Wireless Mouse,Electronics,2023-07-03,1
19213,108,LED Monitor,Electronics,2023-06-05,3
10458,105,Cookware Set,Home & Kitchen,2025-03-20,3
41487,101,Wireless Mouse,Electronics,2023-10-23,2
44602,102,Gaming Keyboard,Electronics,2024-12-11,1
39930,101,Wireless Mouse,Electronics,2024-09-01,2
19274,103,Office Chair,Furniture,2025-04-04,1
30662,103,Office Chair,Furniture,2023-06-29,5
24676,102,Gaming Keyboard,Electronics,2023-07-25,4
27562,107,Bookshelf,Furniture,2024-10-22,3
18941,110,Smartphone,Electronics,2024-10-27,2
46420,101,Wireless Mouse,Electronics,2025-02-17,5
2084,103,Office Chair,Furniture,2024-11-04,4
1987,105,Cookware Set,Home & Kitchen,2024-03-30,3
33162,110,Smartphone,Electronics,2024-09-11,3
280,101,Wireless Mouse,Electronics,2023-12-01,2
14799,104,Noise Cancelling Headphones,Electronics,2024-10-02,1
24424,105,Cookware Set,Home & Kitchen,2024-04-23,4
40148,105,Cookware Set,Home & Kitchen,2023-08-16,1
22067,106,Yoga Mat,Fitness,2023-10-03,4
19776,101,Wireless Mouse,Electronics,2023-12-02,4
26050,109,Sneakers,Footwear,2025-03-20,1
20032,106,Yoga Mat,Fitness,2025-05-31,1
21277,110,Smartphone,Electronics,2024-09-27,2
8848,110,Smartphone,Electronics,2024-09-27,5
32346,107,Bookshelf,Furniture,2024-07-05,1
47104,108,LED Monitor,Electronics,2024-07-21,5
42082,105,Cookware Set,Home & Kitchen,2025-03-24,3
23478,103,Office Chair,Furniture,2024-05-29,4
13475,101,Wireless Mouse,Electronics,2025-04-22,5
30179,101,Wireless Mouse,Electronics,2024-01-05,1
40479,106,Yoga Mat,Fitness,2023-08-25,2
30104,110,Smartphone,Electronics,2024-04-07,2
32401,101,Wireless Mouse,Electronics,2023-12-19,5
13053,108,LED Monitor,Electronics,2025-02-01,1
32814,108,LED Monitor,Electronics,2024-01-27,1
107,107,Bookshelf,Furniture,2024-07-20,2
16327,108,LED Monitor,Electronics,2024-06-13,4
33500,105,Cookware Set,Home & Kitchen,2024-11-10,2
290,108,LED Monitor,Electronics,2023-07-06,4
37311,107,Bookshelf,Furniture,2024-04-09,2
29574,107,Bookshelf,Furniture,2024-06-15,2
31603,110,Smartphone,Electronics,2024-03-08,1
49368,109,Sneakers,Footwear,2023-11-17,3
20192,106,Yoga Mat,Fitness,2023-09-15,4
17889,105,Cookware Set,Home & Kitchen,2024-10-11,2
35932,106,Yoga Mat,Fitness,2025-04-01,3
11603,104,Noise Cancelling Headphones,Electronics,2025-01-03,3
14076,109,Sneakers,Footwear,2024-09-08,1
36359,104,Noise Cancelling Headphones,Electronics,2023-10-05,1
9717,102,Gaming Keyboard,Electronics,2024-06-13,4
3843,108,LED Monitor,Electronics,2023-09-24,2
38181,106,Yoga Mat,Fitness,2024-07-05,4
3281,103,Office Chair,Furniture,2024-09-15,5
15117,109,Sneakers,Footwear,2024-11-20,5
46180,108,LED Monitor,Electronics,2024-08-01,2
28735,106,Yoga Mat,Fitness,2025-01-11,4
34864,102,Gaming Keyboard,Electronics,2024-03-02,4
27950,107,Bookshelf,Furniture,2024-04-23,4
26597,106,Yoga Mat,Fitness,2024-10-26,1
13257,108,LED Monitor,Electronics,2023-12-13,4
13761,109,Sneakers,Footwear,2024-11-20,3
47751,107,Bookshelf,Furniture,2025-04-26,2
32632,105,Cookware Set,Home & Kitchen,2024-01-01,3
3247,103,Office Chair,Furniture,2024-11-14,3
12133,110,Smartphone,Electronics,2024-09-01,3
9471,110,Smartphone,Electronics,2025-04-12,3
9547,103,Office Chair,Furniture,2025-03-22,1
19965,103,Office Chair,Furniture,2025-03-02,5
40800,101,Wireless Mouse,Electronics,2025-01-27,4
28731,109,Sneakers,Footwear,2025-02-24,4
26819,104,Noise Cancelling Headphones,Electronics,2023-08-22,1
39256,102,Gaming Keyboard,Electronics,2023-06-10,3
14264,107,Bookshelf,Furniture,2025-05-15,3
19498,110,Smartphone,Electronics,2024-11-12,5
23540,102,Gaming Keyboard,Electronics,2023-07-05,1
10005,105,Cookware Set,Home & Kitchen,2024-04-03,3
49887,103,Office Chair,Furniture,2024-08-10,5
46393,110,Smartphone,Electronics,2024-12-28,2
23269,106,Yoga Mat,Fitness,2025-03-24,5
194,106,Yoga Mat,Fitness,2024-08-08,5
35307,109,Sneakers,Footwear,2023-08-23,1
49911,102,Gaming Keyboard,Electronics,2024-12-19,2
49102,109,Sneakers,Footwear,2024-02-25,4
48309,102,Gaming Keyboard,Electronics,2025-01-15,4
29884,108,LED Monitor,Electronics,2024-11-16,4
6678,110,Smartphone,Electronics,2025-02-11,5
30591,108,LED Monitor,Electronics,2025-05-21,3
6160,106,Yoga Mat,Fitness,2024-08-01,4
22978,104,Noise Cancelling Headphones,Electronics,2024-02-24,3
23476,104,Noise Cancelling Headphones,Electronics,2024-03-16,3
28143,105,Cookware Set,Home & Kitchen,2025-03-05,4
29208,103,Office Chair,Furniture,2023-09-01,3
1660,103,Office Chair,Furniture,2024-12-27,4
27426,103,Office Chair,Furniture,2023-12-15,1
7112,103,Office Chair,Furniture,2024-06-06,2
35668,109,Sneakers,Footwear,2024-10-22,4
31599,109,Sneakers,Footwear,2023-09-26,3
4491,110,Smartphone,Electronics,2023-10-18,1
19993,103,Office Chair,Furniture,2025-03-27,3
45084,109,Sneakers,Footwear,2025-04-10,4
15534,102,Gaming Keyboard,Electronics,2023-08-22,2
20318,102,Gaming Keyboard,Electronics,2025-03-27,2
13570,101,Wireless Mouse,Electronics,2024-01-01,2
4438,105,Cookware Set,Home & Kitchen,2023-11-20,3
