message_id,customer_id,message_text,sentiment_label
3797,18768,Loved it!,positive
3798,23672,Loved it!,positive
3799,24500,Excellent service!,positive
3800,47463,Very satisfied.,positive
3801,29073,How do I return this?,neutral
3802,9835,Not working!,negative
3803,4597,Excellent service!,positive
3804,38577,Very satisfied.,positive
3805,8853,Great product!,positive
3806,6208,Loved it!,positive
3807,26337,Great product!,positive
3808,7013,Very satisfied.,positive
3809,7897,How do I return this?,neutral
3810,31418,Can someone assist?,neutral
3811,645,Need help.,neutral
3812,22763,Very satisfied.,positive
3813,26013,Terrible experience.,negative
3814,26788,Excellent service!,positive
3815,46419,Terrible experience.,negative
3816,41714,How do I return this?,neutral
3817,42446,Very satisfied.,positive
3818,24880,Never buying again.,negative
3819,30718,Excellent service!,positive
3820,27075,Never buying again.,negative
3821,41740,Terrible experience.,negative
3822,38616,Terrible experience.,negative
3823,7408,Need help.,neutral
3824,29149,Not working!,negative
3825,30691,How do I return this?,neutral
3826,49948,Loved it!,positive
3827,41065,Please clarify.,neutral
3828,32322,Disappointed.,negative
3829,44231,Loved it!,positive
3830,1984,Great product!,positive
3831,18426,Great product!,positive
3832,2471,Excellent service!,positive
3833,23831,Great product!,positive
3834,39638,Excellent service!,positive
3835,37285,Very satisfied.,positive
3836,31385,Very satisfied.,positive
3837,44625,How do I return this?,neutral
3838,6073,Very satisfied.,positive
3839,41548,Never buying again.,negative
3840,11394,Excellent service!,positive
3841,8504,How do I return this?,neutral
3842,32601,Terrible experience.,negative
3843,41808,Not working!,negative
3844,24992,Excellent service!,positive
3845,33013,Excellent service!,positive
3846,15613,Loved it!,positive
3847,552,Terrible experience.,negative
3848,31657,Excellent service!,positive
3849,3720,Excellent service!,positive
3850,37507,Great product!,positive
3851,30222,Loved it!,positive
3852,1292,Disappointed.,negative
3853,5122,Disappointed.,negative
3854,20748,Terrible experience.,negative
3855,19598,Great product!,positive
3856,43595,Great product!,positive
3857,1394,Excellent service!,positive
3858,4292,Loved it!,positive
3859,26712,Can someone assist?,neutral
3860,49149,Not working!,negative
3861,9293,Loved it!,positive
3862,31564,Never buying again.,negative
3863,12064,Excellent service!,positive
3864,14093,Disappointed.,negative
3865,37691,How do I return this?,neutral
3866,27146,Great product!,positive
3867,19603,Loved it!,positive
3868,20655,Need help.,neutral
3869,31744,Very satisfied.,positive
3870,17963,Can someone assist?,neutral
3871,7488,Terrible experience.,negative
3872,25168,Loved it!,positive
3873,20049,Very satisfied.,positive
3874,32271,Not working!,negative
3875,25739,Terrible experience.,negative
3876,48078,Terrible experience.,negative
3877,1771,Never buying again.,negative
3878,42397,Terrible experience.,negative
3879,34786,Loved it!,positive
3880,49305,Excellent service!,positive
3881,46125,Very satisfied.,positive
3882,3503,Need help.,neutral
3883,44740,How do I return this?,neutral
3884,15537,Very satisfied.,positive
3885,38279,Very satisfied.,positive
3886,22520,Great product!,positive
3887,31902,Great product!,positive
3888,33430,Disappointed.,negative
3889,39480,Terrible experience.,negative
3890,7111,Great product!,positive
3891,12438,Can someone assist?,neutral
3892,42747,Great product!,positive
3893,29089,Very satisfied.,positive
3894,38897,Disappointed.,negative
3895,15684,Terrible experience.,negative
3896,44788,Great product!,positive
3897,27165,Can someone assist?,neutral
3898,10221,Never buying again.,negative
3899,48033,Excellent service!,positive
3900,38529,Disappointed.,negative
3901,2734,Can someone assist?,neutral
3902,16620,Need help.,neutral
3903,20629,Terrible experience.,negative
3904,33960,How do I return this?,neutral
3905,15359,How do I return this?,neutral
3906,22223,Can someone assist?,neutral
3907,15571,Great product!,positive
3908,12038,Loved it!,positive
3909,7501,Need help.,neutral
3910,4961,Excellent service!,positive
3911,422,Please clarify.,neutral
3912,41702,Excellent service!,positive
3913,9767,Loved it!,positive
3914,12086,Terrible experience.,negative
3915,24270,Very satisfied.,positive
3916,39132,Very satisfied.,positive
3917,30829,Never buying again.,negative
3918,36798,Not working!,negative
3919,35370,Great product!,positive
3920,47331,Disappointed.,negative
3921,17253,Please clarify.,neutral
3922,13839,Great product!,positive
3923,11891,Never buying again.,negative
3924,38705,Excellent service!,positive
3925,25163,Can someone assist?,neutral
3926,41574,Never buying again.,negative
3927,33851,Excellent service!,positive
3928,35269,Great product!,positive
3929,21622,Never buying again.,negative
3930,37296,Terrible experience.,negative
3931,36831,Never buying again.,negative
3932,25719,Loved it!,positive
3933,20088,Can someone assist?,neutral
3934,3199,Terrible experience.,negative
3935,34800,Terrible experience.,negative
3936,12365,Loved it!,positive
3937,36168,Loved it!,positive
3938,741,How do I return this?,neutral
3939,9100,Disappointed.,negative
3940,49528,Very satisfied.,positive
3941,15733,Can someone assist?,neutral
3942,15887,Very satisfied.,positive
3943,21072,How do I return this?,neutral
3944,20031,Great product!,positive
3945,28954,Great product!,positive
3946,10549,Loved it!,positive
3947,34056,Very satisfied.,positive
3948,20257,Never buying again.,negative
3949,15983,Loved it!,positive
3950,39799,Terrible experience.,negative
3951,37757,Great product!,positive
3952,32478,Great product!,positive
3953,17260,How do I return this?,neutral
3954,217,Not working!,negative
3955,49128,Need help.,neutral
3956,20321,Excellent service!,positive
3957,9521,Loved it!,positive
3958,1369,Not working!,negative
3959,29911,Excellent service!,positive
3960,34741,Terrible experience.,negative
3961,48912,Excellent service!,positive
3962,12869,Excellent service!,positive
3963,44671,Loved it!,positive
3964,9280,Great product!,positive
3965,49082,Excellent service!,positive
3966,48857,Please clarify.,neutral
3967,13916,Excellent service!,positive
3968,9399,Never buying again.,negative
3969,3076,Terrible experience.,negative
3970,39848,Not working!,negative
3971,45881,Never buying again.,negative
3972,14582,Great product!,positive
3973,21268,Disappointed.,negative
3974,41520,Please clarify.,neutral
3975,36260,Not working!,negative
3976,37255,Never buying again.,negative
3977,9943,Very satisfied.,positive
3978,14619,Excellent service!,positive
3979,15518,Not working!,negative
3980,33763,Excellent service!,positive
3981,17800,Disappointed.,negative
3982,43174,Loved it!,positive
3983,16706,Never buying again.,negative
3984,32121,Great product!,positive
3985,3206,Not working!,negative
3986,1238,Terrible experience.,negative
3987,20019,Great product!,positive
3988,18229,Very satisfied.,positive
3989,37445,Loved it!,positive
3990,28622,Loved it!,positive
3991,40229,Loved it!,positive
3992,35739,Great product!,positive
3993,30779,Loved it!,positive
3994,13497,Great product!,positive
3995,26405,Very satisfied.,positive
3996,12736,Can someone assist?,neutral
3997,37557,Need help.,neutral
3998,16860,Terrible experience.,negative
3999,34739,Very satisfied.,positive
4000,22006,Loved it!,positive
4001,15685,Can someone assist?,neutral
4002,23263,Excellent service!,positive
4003,40394,Excellent service!,positive
4004,21849,Loved it!,positive
4005,42107,Very satisfied.,positive
4006,21151,Excellent service!,positive
4007,40378,Very satisfied.,positive
4008,19437,Great product!,positive
4009,1244,Can someone assist?,neutral
4010,24667,Can someone assist?,neutral
4011,44366,Very satisfied.,positive
4012,40653,Loved it!,positive
4013,49974,Need help.,neutral
4014,7873,Very satisfied.,positive
4015,4567,Not working!,negative
4016,1037,Great product!,positive
4017,9348,Disappointed.,negative
4018,9722,Disappointed.,negative
4019,34597,Very satisfied.,positive
4020,14321,Great product!,positive
4021,32297,Not working!,negative
4022,46374,Excellent service!,positive
4023,959,Can someone assist?,neutral
4024,20990,Can someone assist?,neutral
4025,6880,Never buying again.,negative
4026,30897,Very satisfied.,positive
4027,49425,Can someone assist?,neutral
4028,19665,Loved it!,positive
4029,44241,Very satisfied.,positive
4030,20540,Disappointed.,negative
4031,30807,Can someone assist?,neutral
4032,46427,Excellent service!,positive
4033,23878,Can someone assist?,neutral
4034,18775,Loved it!,positive
4035,34953,Can someone assist?,neutral
4036,43480,Not working!,negative
4037,12235,Very satisfied.,positive
4038,28443,Excellent service!,positive
4039,35494,Loved it!,positive
4040,36961,Need help.,neutral
4041,34382,Disappointed.,negative
4042,23388,Can someone assist?,neutral
4043,16295,Terrible experience.,negative
4044,6894,Loved it!,positive
4045,20672,Terrible experience.,negative
4046,24857,Great product!,positive
4047,38508,Loved it!,positive
4048,17330,Excellent service!,positive
4049,47023,Disappointed.,negative
4050,19425,Not working!,negative
4051,16742,Excellent service!,positive
4052,1840,Loved it!,positive
4053,8504,Very satisfied.,positive
4054,31879,Excellent service!,positive
4055,4596,Disappointed.,negative
4056,1571,Very satisfied.,positive
4057,14185,Terrible experience.,negative
4058,18013,Great product!,positive
4059,23078,How do I return this?,neutral
4060,5240,Please clarify.,neutral
4061,46416,Not working!,negative
4062,17132,Terrible experience.,negative
4063,44795,Very satisfied.,positive
4064,11848,Please clarify.,neutral
4065,35823,Very satisfied.,positive
4066,14492,Loved it!,positive
4067,41494,Excellent service!,positive
4068,21795,Never buying again.,negative
4069,42104,Great product!,positive
4070,24798,Need help.,neutral
4071,42464,Never buying again.,negative
4072,28626,Disappointed.,negative
4073,29689,Very satisfied.,positive
4074,11899,Never buying again.,negative
4075,6097,Disappointed.,negative
4076,15875,Please clarify.,neutral
4077,19444,Great product!,positive
4078,43392,Great product!,positive
4079,7897,Terrible experience.,negative
4080,19576,Loved it!,positive
4081,34154,Can someone assist?,neutral
4082,42426,Please clarify.,neutral
4083,23450,Not working!,negative
4084,33691,Loved it!,positive
4085,38525,Excellent service!,positive
4086,27326,Need help.,neutral
4087,18391,Disappointed.,negative
4088,9303,Loved it!,positive
4089,15225,Excellent service!,positive
4090,21540,Great product!,positive
4091,25487,Very satisfied.,positive
4092,10539,Disappointed.,negative
4093,37198,Excellent service!,positive
4094,46026,Excellent service!,positive
4095,15732,Disappointed.,negative
4096,15546,Loved it!,positive
4097,16878,Great product!,positive
4098,10090,Terrible experience.,negative
4099,13985,Very satisfied.,positive
4100,24666,Loved it!,positive
4101,34232,Please clarify.,neutral
4102,36938,Please clarify.,neutral
4103,10988,Very satisfied.,positive
4104,14041,Great product!,positive
4105,40589,Not working!,negative
4106,37087,Very satisfied.,positive
4107,2394,Great product!,positive
4108,12504,Disappointed.,negative
4109,9135,Great product!,positive
4110,43123,How do I return this?,neutral
4111,37415,Please clarify.,neutral
4112,16029,Loved it!,positive
4113,43423,Not working!,negative
4114,42406,How do I return this?,neutral
4115,26892,Very satisfied.,positive
4116,8082,Loved it!,positive
4117,12903,Never buying again.,negative
4118,30990,Need help.,neutral
4119,25687,Disappointed.,negative
4120,43880,Excellent service!,positive
4121,18710,Never buying again.,negative
4122,48999,Can someone assist?,neutral
4123,16216,Very satisfied.,positive
4124,10147,Great product!,positive
4125,42541,Can someone assist?,neutral
4126,42868,Terrible experience.,negative
4127,28999,Loved it!,positive
4128,36931,Need help.,neutral
4129,31823,Loved it!,positive
4130,45191,Loved it!,positive
4131,22781,Terrible experience.,negative
4132,24190,Great product!,positive
4133,44061,Excellent service!,positive
4134,11249,How do I return this?,neutral
4135,23437,Not working!,negative
4136,42229,Excellent service!,positive
4137,15161,Excellent service!,positive
4138,25441,Terrible experience.,negative
4139,42924,Not working!,negative
4140,34426,Loved it!,positive
4141,16935,Terrible experience.,negative
4142,33281,Excellent service!,positive
4143,10541,Terrible experience.,negative
4144,36652,Disappointed.,negative
4145,14294,Great product!,positive
4146,16231,Terrible experience.,negative
4147,21178,Disappointed.,negative
4148,27712,Very satisfied.,positive
4149,25581,Not working!,negative
4150,18336,Disappointed.,negative
4151,34221,Terrible experience.,negative
4152,29559,Not working!,negative
4153,28497,Loved it!,positive
4154,38423,Excellent service!,positive
4155,1450,Great product!,positive
4156,22859,Not working!,negative
4157,33410,Excellent service!,positive
4158,18367,Loved it!,positive
4159,17346,Great product!,positive
4160,37680,Loved it!,positive
4161,482,Never buying again.,negative
4162,20177,Terrible experience.,negative
4163,32784,Can someone assist?,neutral
4164,13935,Loved it!,positive
4165,24241,How do I return this?,neutral
4166,21772,Need help.,neutral
4167,38472,Very satisfied.,positive
4168,29209,Excellent service!,positive
4169,19144,Disappointed.,negative
4170,8636,Very satisfied.,positive
4171,23740,Great product!,positive
4172,42066,Excellent service!,positive
4173,20372,Very satisfied.,positive
4174,3967,Very satisfied.,positive
4175,38997,Very satisfied.,positive
4176,18770,Disappointed.,negative
4177,20032,How do I return this?,neutral
4178,11676,Very satisfied.,positive
4179,8374,Not working!,negative
4180,45073,Great product!,positive
4181,33166,Excellent service!,positive
4182,29280,Never buying again.,negative
4183,12851,Great product!,positive
4184,23958,Loved it!,positive
4185,583,Can someone assist?,neutral
4186,25383,Loved it!,positive
4187,15832,Excellent service!,positive
4188,43991,Great product!,positive
4189,34878,Not working!,negative
4190,1243,Very satisfied.,positive
4191,46866,Excellent service!,positive
4192,10245,Need help.,neutral
4193,20799,Need help.,neutral
4194,14617,Great product!,positive
4195,13732,Excellent service!,positive
4196,14356,Excellent service!,positive
4197,12224,Terrible experience.,negative
4198,18761,Terrible experience.,negative
4199,5943,Very satisfied.,positive
4200,32412,Disappointed.,negative
4201,35220,Not working!,negative
4202,30317,Terrible experience.,negative
4203,28335,How do I return this?,neutral
4204,8712,Need help.,neutral
4205,25800,Excellent service!,positive
4206,704,Not working!,negative
4207,17693,Excellent service!,positive
4208,12192,Not working!,negative
4209,41155,Very satisfied.,positive
4210,25036,Loved it!,positive
4211,32391,Terrible experience.,negative
4212,2010,Please clarify.,neutral
4213,24872,Loved it!,positive
4214,13656,Terrible experience.,negative
4215,25644,Disappointed.,negative
4216,2457,Disappointed.,negative
4217,1564,Loved it!,positive
4218,17639,Can someone assist?,neutral
4219,24149,Excellent service!,positive
4220,14589,Need help.,neutral
4221,10733,Never buying again.,negative
4222,14345,Loved it!,positive
4223,34047,How do I return this?,neutral
4224,48810,Disappointed.,negative
4225,2688,Loved it!,positive
4226,31174,Great product!,positive
4227,6983,Never buying again.,negative
4228,34549,Never buying again.,negative
4229,48590,Excellent service!,positive
4230,18940,Can someone assist?,neutral
4231,41851,Very satisfied.,positive
4232,34952,Not working!,negative
4233,15358,Loved it!,positive
4234,16638,Terrible experience.,negative
4235,8431,Loved it!,positive
4236,44906,Please clarify.,neutral
4237,44016,Loved it!,positive
4238,14315,Please clarify.,neutral
4239,20166,Terrible experience.,negative
4240,5006,Great product!,positive
4241,38557,Loved it!,positive
4242,11571,Never buying again.,negative
4243,7719,Great product!,positive
4244,41951,Loved it!,positive
4245,29575,Disappointed.,negative
4246,34870,Loved it!,positive
4247,29593,Disappointed.,negative
4248,17644,Great product!,positive
4249,13916,Never buying again.,negative
4250,43949,Can someone assist?,neutral
4251,6505,Very satisfied.,positive
4252,49102,Excellent service!,positive
4253,28513,Terrible experience.,negative
4254,11227,Never buying again.,negative
4255,29538,Excellent service!,positive
4256,9421,Please clarify.,neutral
4257,38757,Disappointed.,negative
4258,23180,Terrible experience.,negative
4259,44309,Loved it!,positive
4260,39359,Excellent service!,positive
4261,3400,Please clarify.,neutral
4262,26061,Can someone assist?,neutral
4263,36151,How do I return this?,neutral
4264,45156,Great product!,positive
4265,1695,Great product!,positive
4266,20093,Very satisfied.,positive
4267,41568,Loved it!,positive
4268,20240,Can someone assist?,neutral
4269,33901,Need help.,neutral
4270,31135,Never buying again.,negative
4271,10240,Disappointed.,negative
4272,40402,Very satisfied.,positive
4273,10141,Can someone assist?,neutral
4274,19466,Loved it!,positive
4275,9879,Excellent service!,positive
4276,8484,Terrible experience.,negative
4277,47274,Great product!,positive
4278,27016,Great product!,positive
4279,5673,Loved it!,positive
4280,25657,Terrible experience.,negative
4281,45930,Excellent service!,positive
4282,13439,Disappointed.,negative
4283,48913,Great product!,positive
4284,10702,Not working!,negative
4285,15254,Please clarify.,neutral
4286,14548,Excellent service!,positive
4287,2257,Great product!,positive
4288,39721,Loved it!,positive
4289,4645,Loved it!,positive
4290,40122,Great product!,positive
4291,19727,Loved it!,positive
4292,15440,Never buying again.,negative
4293,44036,Loved it!,positive
4294,22718,Loved it!,positive
4295,24168,Very satisfied.,positive
4296,34852,Very satisfied.,positive
4297,33247,Loved it!,positive
4298,44656,Great product!,positive
4299,6814,Disappointed.,negative
4300,31548,Very satisfied.,positive
4301,28075,Excellent service!,positive
4302,49292,Never buying again.,negative
4303,21408,Never buying again.,negative
4304,13088,Excellent service!,positive
4305,36533,Loved it!,positive
4306,48223,Terrible experience.,negative
4307,19569,Need help.,neutral
4308,15465,Can someone assist?,neutral
4309,17823,Loved it!,positive
4310,7492,Very satisfied.,positive
4311,45012,Great product!,positive
4312,32602,Loved it!,positive
4313,20174,Excellent service!,positive
4314,8963,Loved it!,positive
4315,5221,Loved it!,positive
4316,45283,Need help.,neutral
4317,25717,Not working!,negative
4318,9314,Great product!,positive
4319,4810,Great product!,positive
4320,20184,Loved it!,positive
4321,27348,Disappointed.,negative
4322,27430,Never buying again.,negative
4323,39322,Loved it!,positive
4324,27940,Loved it!,positive
4325,44241,Loved it!,positive
4326,12872,Not working!,negative
4327,32986,How do I return this?,neutral
4328,30545,Never buying again.,negative
4329,32312,Excellent service!,positive
4330,19652,Can someone assist?,neutral
4331,32844,Great product!,positive
4332,1932,Need help.,neutral
4333,47837,Need help.,neutral
4334,46957,Great product!,positive
4335,43266,Terrible experience.,negative
4336,15761,Very satisfied.,positive
4337,16990,Please clarify.,neutral
4338,17174,Great product!,positive
4339,32077,Need help.,neutral
4340,4768,Excellent service!,positive
4341,14940,Great product!,positive
4342,31380,Terrible experience.,negative
4343,26736,Loved it!,positive
4344,31962,Please clarify.,neutral
4345,45968,Not working!,negative
4346,12817,Excellent service!,positive
4347,20895,Please clarify.,neutral
4348,25425,Can someone assist?,neutral
4349,38780,Great product!,positive
4350,1877,Never buying again.,negative
4351,24308,Need help.,neutral
4352,30295,Excellent service!,positive
4353,19013,Excellent service!,positive
4354,37660,Great product!,positive
4355,18779,Disappointed.,negative
4356,18671,Never buying again.,negative
4357,39414,Very satisfied.,positive
4358,22486,Disappointed.,negative
4359,1744,Great product!,positive
4360,44551,Need help.,neutral
4361,32342,Can someone assist?,neutral
4362,34821,Need help.,neutral
4363,39630,Disappointed.,negative
4364,20655,Loved it!,positive
4365,35839,Disappointed.,negative
4366,45833,Disappointed.,negative
4367,49073,Not working!,negative
4368,25145,Never buying again.,negative
4369,37744,Loved it!,positive
4370,48349,Great product!,positive
4371,7126,Can someone assist?,neutral
4372,31800,Disappointed.,negative
4373,18548,How do I return this?,neutral
4374,27936,Not working!,negative
4375,48095,Loved it!,positive
4376,36277,Disappointed.,negative
4377,24852,Excellent service!,positive
4378,45560,Excellent service!,positive
4379,36629,Never buying again.,negative
4380,10550,Loved it!,positive
4381,9555,Please clarify.,neutral
4382,26189,Very satisfied.,positive
4383,29440,Please clarify.,neutral
4384,16909,Great product!,positive
4385,47104,Never buying again.,negative
4386,45677,Very satisfied.,positive
4387,41933,Terrible experience.,negative
4388,47967,Excellent service!,positive
4389,26767,Please clarify.,neutral
4390,27236,Loved it!,positive
4391,15291,Great product!,positive
4392,19189,Great product!,positive
4393,34084,Terrible experience.,negative
4394,3968,Never buying again.,negative
4395,48319,Terrible experience.,negative
4396,45984,Great product!,positive
4397,2337,Loved it!,positive
4398,44772,Can someone assist?,neutral
4399,11762,Loved it!,positive
4400,17544,Never buying again.,negative
4401,33915,Excellent service!,positive
4402,27805,Great product!,positive
4403,30228,Never buying again.,negative
4404,7357,Very satisfied.,positive
4405,47890,Not working!,negative
4406,1625,Loved it!,positive
4407,3658,Loved it!,positive
4408,19553,Excellent service!,positive
4409,11414,Loved it!,positive
4410,39339,Disappointed.,negative
4411,46953,Excellent service!,positive
4412,42089,Not working!,negative
4413,15385,Very satisfied.,positive
4414,2922,Terrible experience.,negative
4415,5571,Terrible experience.,negative
4416,7670,Great product!,positive
4417,5530,Disappointed.,negative
4418,27103,Please clarify.,neutral
4419,35531,Disappointed.,negative
4420,17644,Terrible experience.,negative
4421,4452,Very satisfied.,positive
4422,17694,Excellent service!,positive
4423,18797,Never buying again.,negative
4424,20706,Very satisfied.,positive
4425,44653,Terrible experience.,negative
4426,7948,Please clarify.,neutral
4427,49538,Terrible experience.,negative
4428,28541,Excellent service!,positive
4429,43551,Not working!,negative
4430,6425,Great product!,positive
4431,39358,Great product!,positive
4432,32217,Excellent service!,positive
4433,31304,Never buying again.,negative
4434,42714,Never buying again.,negative
4435,6384,Loved it!,positive
4436,12988,Very satisfied.,positive
4437,47025,How do I return this?,neutral
4438,1605,Need help.,neutral
4439,4671,Please clarify.,neutral
4440,9570,Disappointed.,negative
4441,22607,Terrible experience.,negative
4442,15076,Very satisfied.,positive
4443,32913,Great product!,positive
4444,38316,Disappointed.,negative
4445,34317,Great product!,positive
4446,28535,Not working!,negative
4447,693,Excellent service!,positive
4448,47701,Terrible experience.,negative
4449,2259,Excellent service!,positive
4450,40806,Great product!,positive
4451,36135,Excellent service!,positive
4452,628,Very satisfied.,positive
4453,20275,Never buying again.,negative
4454,30699,Loved it!,positive
4455,43902,Loved it!,positive
4456,46286,Loved it!,positive
4457,45977,Great product!,positive
4458,14189,Please clarify.,neutral
4459,16657,Disappointed.,negative
4460,39106,How do I return this?,neutral
4461,43296,Very satisfied.,positive
4462,41848,Never buying again.,negative
4463,27400,Not working!,negative
4464,9170,Terrible experience.,negative
4465,9587,Great product!,positive
4466,15826,Never buying again.,negative
4467,36352,Great product!,positive
4468,32200,Very satisfied.,positive
4469,17959,Can someone assist?,neutral
4470,46722,Need help.,neutral
4471,6162,Disappointed.,negative
4472,32823,Loved it!,positive
4473,29624,Never buying again.,negative
4474,13488,Very satisfied.,positive
4475,41668,Very satisfied.,positive
4476,14600,Excellent service!,positive
4477,6081,Never buying again.,negative
4478,39126,Disappointed.,negative
4479,42852,Very satisfied.,positive
4480,43276,Disappointed.,negative
4481,21135,Not working!,negative
4482,12572,Never buying again.,negative
4483,24860,Very satisfied.,positive
4484,28047,Excellent service!,positive
4485,37292,How do I return this?,neutral
4486,46759,Very satisfied.,positive
4487,40723,Need help.,neutral
4488,45053,Loved it!,positive
4489,35634,Great product!,positive
4490,11481,Excellent service!,positive
4491,10997,Terrible experience.,negative
4492,2544,Never buying again.,negative
4493,33086,Need help.,neutral
4494,40777,Very satisfied.,positive
4495,25879,Never buying again.,negative
4496,7746,Very satisfied.,positive
4497,22988,Disappointed.,negative
4498,40659,Excellent service!,positive
4499,27840,Disappointed.,negative
4500,42132,Terrible experience.,negative
4501,27723,Loved it!,positive
4502,8812,Terrible experience.,negative
4503,28107,Disappointed.,negative
4504,32483,Please clarify.,neutral
4505,31049,Terrible experience.,negative
4506,35000,Loved it!,positive
4507,41106,Disappointed.,negative
4508,49269,Not working!,negative
4509,43843,Very satisfied.,positive
4510,165,Disappointed.,negative
4511,27069,Please clarify.,neutral
4512,16005,Can someone assist?,neutral
4513,47241,Not working!,negative
4514,10675,Terrible experience.,negative
4515,25283,Terrible experience.,negative
4516,13624,Loved it!,positive
4517,9033,Not working!,negative
4518,41357,Very satisfied.,positive
4519,30440,Great product!,positive
4520,9149,Please clarify.,neutral
4521,44252,How do I return this?,neutral
4522,29919,Excellent service!,positive
4523,34769,Great product!,positive
4524,47417,Never buying again.,negative
4525,33470,Can someone assist?,neutral
4526,48397,Never buying again.,negative
4527,21325,Great product!,positive
4528,32022,Can someone assist?,neutral
4529,44004,Loved it!,positive
4530,1341,Excellent service!,positive
4531,30421,Great product!,positive
4532,32060,Please clarify.,neutral
4533,14189,Excellent service!,positive
4534,45943,Can someone assist?,neutral
4535,28000,Great product!,positive
4536,31896,Excellent service!,positive
4537,5836,Excellent service!,positive
4538,16978,Need help.,neutral
4539,37827,Great product!,positive
4540,14343,Excellent service!,positive
4541,17284,Never buying again.,negative
4542,14956,Great product!,positive
4543,41936,Disappointed.,negative
4544,17729,Excellent service!,positive
4545,2347,Not working!,negative
4546,44509,Loved it!,positive
4547,23045,Disappointed.,negative
4548,5641,Very satisfied.,positive
4549,37311,Great product!,positive
4550,46761,Very satisfied.,positive
4551,15617,Need help.,neutral
4552,28526,Disappointed.,negative
4553,48442,Very satisfied.,positive
4554,27341,Excellent service!,positive
4555,12961,Great product!,positive
4556,6532,Terrible experience.,negative
4557,40872,Great product!,positive
4558,42429,Never buying again.,negative
4559,42534,Need help.,neutral
4560,3350,Loved it!,positive
4561,6242,Need help.,neutral
4562,30594,Not working!,negative
4563,17860,Can someone assist?,neutral
4564,37595,Disappointed.,negative
4565,37722,How do I return this?,neutral
4566,16767,Very satisfied.,positive
4567,3909,Never buying again.,negative
4568,25821,Great product!,positive
4569,23640,Loved it!,positive
4570,32665,Excellent service!,positive
4571,46006,Not working!,negative
4572,39592,Loved it!,positive
4573,5625,Loved it!,positive
4574,5781,Great product!,positive
4575,29810,Never buying again.,negative
4576,8873,Terrible experience.,negative
4577,49103,Loved it!,positive
4578,19883,Great product!,positive
4579,28463,Excellent service!,positive
4580,2119,Very satisfied.,positive
4581,2935,Terrible experience.,negative
4582,6774,Very satisfied.,positive
4583,31905,Need help.,neutral
4584,1227,Great product!,positive
4585,41295,Excellent service!,positive
4586,33073,Never buying again.,negative
4587,19412,How do I return this?,neutral
4588,33177,Terrible experience.,negative
4589,36744,Never buying again.,negative
4590,17382,Not working!,negative
4591,40421,Not working!,negative
4592,44496,Disappointed.,negative
4593,45164,Need help.,neutral
4594,8759,Terrible experience.,negative
4595,17119,Not working!,negative
4596,33741,Loved it!,positive
4597,33876,Terrible experience.,negative
4598,14270,How do I return this?,neutral
4599,1430,Never buying again.,negative
4600,2048,Very satisfied.,positive
4601,4602,Very satisfied.,positive
4602,6154,Very satisfied.,positive
4603,7632,Never buying again.,negative
4604,5741,Disappointed.,negative
4605,12072,How do I return this?,neutral
4606,23434,Can someone assist?,neutral
4607,7623,Never buying again.,negative
4608,43802,Very satisfied.,positive
4609,1096,Loved it!,positive
4610,3051,Never buying again.,negative
4611,26620,Excellent service!,positive
4612,7990,Loved it!,positive
4613,31266,How do I return this?,neutral
4614,37061,Can someone assist?,neutral
4615,39745,Great product!,positive
4616,22956,Very satisfied.,positive
4617,32206,Excellent service!,positive
4618,30287,Very satisfied.,positive
4619,30412,Can someone assist?,neutral
4620,40294,Great product!,positive
4621,4759,Need help.,neutral
4622,31573,Loved it!,positive
4623,2294,Please clarify.,neutral
4624,28722,Disappointed.,negative
4625,11585,Very satisfied.,positive
4626,19429,Excellent service!,positive
4627,21518,Loved it!,positive
4628,35677,Terrible experience.,negative
4629,18674,Loved it!,positive
4630,20515,Loved it!,positive
4631,23340,Loved it!,positive
4632,20832,Great product!,positive
4633,27167,Very satisfied.,positive
4634,9452,Very satisfied.,positive
4635,16540,Great product!,positive
4636,7308,Great product!,positive
4637,11134,Very satisfied.,positive
4638,49615,Great product!,positive
4639,39921,Excellent service!,positive
4640,2937,Very satisfied.,positive
4641,3421,Loved it!,positive
4642,46710,Please clarify.,neutral
4643,22682,Can someone assist?,neutral
4644,2643,Very satisfied.,positive
4645,44509,Please clarify.,neutral
4646,9616,Can someone assist?,neutral
4647,45455,Not working!,negative
4648,21473,Great product!,positive
4649,33208,Need help.,neutral
4650,10509,Never buying again.,negative
4651,29754,Excellent service!,positive
4652,23113,Very satisfied.,positive
4653,28643,How do I return this?,neutral
4654,10973,Great product!,positive
4655,44184,Not working!,negative
4656,6312,Loved it!,positive
4657,48160,How do I return this?,neutral
4658,41442,Never buying again.,negative
4659,10082,Great product!,positive
4660,20307,Disappointed.,negative
4661,28418,Terrible experience.,negative
4662,48647,Great product!,positive
4663,41815,Never buying again.,negative
4664,15531,Disappointed.,negative
4665,14504,Excellent service!,positive
4666,36422,Great product!,positive
4667,1076,Need help.,neutral
4668,14804,Need help.,neutral
4669,5899,Great product!,positive
4670,32837,Excellent service!,positive
4671,12606,Please clarify.,neutral
4672,43230,Please clarify.,neutral
4673,39740,Can someone assist?,neutral
4674,30386,Not working!,negative
4675,28634,Terrible experience.,negative
4676,22353,Excellent service!,positive
4677,37806,How do I return this?,neutral
4678,15895,How do I return this?,neutral
4679,36425,Great product!,positive
4680,23965,Never buying again.,negative
