customer_id,login_frequency,avg_session_time,complaints_raised,last_purchase_days_ago,total_purchases,is_churned
11484,7,23.62,1,150,47,0
11485,23,6.0,3,40,5,0
11486,10,20.66,1,390,18,0
11487,19,9.99,0,79,4,0
11488,8,7.54,0,229,48,0
11489,18,22.0,3,206,18,1
11490,26,12.86,0,18,25,0
11491,29,9.98,3,386,24,0
11492,15,14.11,0,195,34,1
11493,12,11.9,3,224,7,0
11494,4,11.82,2,326,31,0
11495,4,21.41,2,234,15,0
11496,5,11.32,2,176,23,1
11497,20,19.26,3,145,14,0
11498,4,6.95,1,227,39,0
11499,7,24.09,2,8,46,0
11500,12,18.38,1,218,27,0
11501,29,15.12,2,332,16,0
11502,24,10.53,3,315,11,1
11503,30,7.98,3,96,46,0
11504,11,15.45,3,340,24,0
11505,29,29.11,2,92,34,0
11506,16,19.45,2,279,38,0
11507,13,9.88,2,357,25,1
11508,12,12.21,2,125,33,0
11509,24,22.05,1,159,3,0
11510,9,14.35,3,332,24,0
11511,22,24.35,3,327,44,0
11512,19,15.52,3,381,36,0
11513,21,15.25,3,344,29,1
11514,4,3.16,0,364,48,0
11515,12,29.16,2,89,19,0
11516,2,25.38,1,283,50,0
11517,16,28.24,1,345,11,0
11518,16,14.13,2,94,12,0
11519,12,2.93,0,367,42,1
11520,17,17.83,2,100,1,0
11521,15,11.35,0,160,21,0
11522,4,27.72,2,40,13,1
11523,9,13.63,0,48,17,0
11524,3,7.84,0,195,42,0
11525,2,8.03,1,140,39,0
11526,22,8.91,3,39,18,0
11527,22,14.99,0,126,20,0
11528,26,4.08,0,294,16,0
11529,3,15.94,2,317,32,0
11530,7,28.69,1,307,50,0
11531,7,20.66,3,85,25,0
11532,9,25.17,3,52,25,0
11533,6,24.32,3,121,31,0
11534,24,25.46,2,190,32,0
11535,21,6.76,0,126,16,0
11536,9,18.16,3,199,36,0
11537,2,22.04,3,81,10,0
11538,30,16.07,3,308,24,0
11539,21,7.83,0,351,22,0
11540,17,11.65,1,12,48,0
11541,25,26.15,1,383,29,0
11542,3,18.43,0,353,3,0
11543,20,14.91,3,376,47,0
11544,11,3.59,2,354,31,0
11545,1,14.47,2,218,50,0
11546,15,9.49,1,258,49,0
11547,8,6.87,3,291,34,0
11548,10,4.06,3,138,22,0
11549,5,17.59,3,66,18,0
11550,15,11.39,3,314,23,0
11551,25,16.85,3,247,36,0
11552,23,11.11,1,361,42,1
11553,16,18.17,3,235,36,0
11554,22,9.81,3,202,43,0
11555,22,14.91,1,294,50,0
11556,2,16.63,2,202,34,0
11557,3,15.56,3,284,1,0
11558,5,18.58,3,314,42,0
11559,11,20.87,3,94,48,0
11560,13,29.83,1,73,33,0
11561,15,3.79,2,24,48,0
11562,2,21.95,2,49,14,0
11563,14,19.31,2,400,43,0
11564,5,18.46,2,313,36,0
11565,30,3.91,1,93,42,0
11566,25,7.65,1,147,38,0
11567,10,29.73,2,80,46,0
11568,14,23.97,3,259,10,0
11569,30,12.04,0,278,26,0
11570,2,3.3,2,98,9,0
11571,30,12.03,3,290,43,0
11572,23,14.35,1,33,41,0
11573,7,21.79,0,119,26,1
11574,20,25.41,3,233,21,0
11575,10,26.14,1,134,40,0
11576,30,20.84,3,47,16,0
11577,10,21.08,2,85,33,0
11578,24,16.21,0,113,17,0
11579,28,5.09,2,202,45,0
11580,4,28.97,3,137,4,0
11581,10,24.03,0,261,46,0
11582,27,21.43,0,271,27,0
11583,14,19.59,2,397,46,0
11584,5,16.04,2,270,12,0
11585,5,27.96,3,255,38,0
11586,17,4.85,3,35,25,0
11587,19,12.44,0,123,3,0
11588,18,24.89,3,198,38,0
11589,5,9.82,3,277,10,0
11590,10,9.11,1,321,9,0
11591,23,24.94,1,27,23,0
11592,12,11.55,1,185,40,0
11593,17,23.37,1,347,12,0
11594,27,13.44,2,57,21,1
11595,1,2.49,2,173,48,0
11596,18,23.27,1,61,16,0
11597,25,29.5,1,301,45,0
11598,22,25.3,1,328,39,0
11599,2,24.8,3,190,10,0
11600,10,12.31,1,350,50,0
11601,19,21.77,0,37,19,0
11602,26,27.78,1,356,7,1
11603,23,4.36,1,69,48,0
11604,14,13.3,0,71,40,1
11605,23,16.46,0,19,39,1
11606,13,18.57,2,146,2,0
11607,4,20.72,1,207,20,0
11608,4,27.95,2,88,30,0
11609,10,27.19,2,244,46,0
11610,5,19.86,3,244,9,0
11611,10,12.16,0,339,29,0
11612,3,17.49,3,156,14,0
11613,9,12.87,2,297,41,1
11614,4,15.35,1,361,41,0
11615,3,22.81,3,15,48,0
11616,30,14.44,2,292,2,0
11617,20,2.94,0,45,2,0
11618,7,2.44,2,216,18,0
11619,27,2.63,1,337,23,0
11620,18,17.96,0,281,23,0
11621,16,29.88,3,239,39,0
11622,28,11.03,2,164,34,1
11623,24,16.64,1,292,21,0
11624,25,9.02,3,347,20,0
11625,21,15.01,2,21,49,1
11626,12,28.37,3,285,26,0
11627,4,15.69,2,69,24,0
11628,1,8.22,0,247,4,0
11629,24,12.09,1,344,41,1
11630,17,21.8,1,113,48,1
11631,15,23.77,3,31,16,0
11632,6,15.69,2,147,17,0
11633,10,29.37,0,315,9,0
11634,27,12.24,3,52,35,0
11635,24,10.58,1,268,46,1
11636,28,3.94,0,123,6,0
11637,10,19.53,2,311,8,0
11638,3,26.97,1,192,36,1
11639,12,15.19,3,205,43,1
11640,25,13.28,2,258,12,0
11641,2,28.2,3,230,1,0
11642,20,21.31,2,44,37,0
11643,13,13.78,3,213,18,0
11644,23,19.16,2,51,48,1
11645,3,24.51,2,109,42,1
11646,16,4.42,2,368,24,0
11647,6,17.1,1,264,2,0
11648,1,23.85,3,362,2,0
11649,22,25.88,0,41,47,0
11650,18,7.82,3,92,44,0
11651,23,9.94,2,101,38,0
11652,1,18.12,1,249,10,0
11653,12,25.9,1,220,7,0
11654,2,28.49,0,235,23,0
11655,8,25.78,0,246,42,0
11656,17,26.66,3,156,42,0
11657,6,23.43,1,47,22,0
11658,22,15.41,3,271,44,1
11659,21,21.81,1,387,19,0
11660,23,28.87,1,121,34,1
11661,7,29.53,0,57,38,0
11662,24,9.82,3,311,23,0
11663,12,15.77,3,272,33,1
11664,5,14.2,0,335,46,0
11665,7,24.07,2,130,10,0
11666,12,10.62,2,372,16,0
11667,15,17.17,1,210,9,0
11668,12,9.55,2,333,17,0
11669,9,13.35,0,268,50,0
11670,11,8.7,1,210,32,0
11671,10,24.94,3,215,4,0
11672,12,11.34,3,221,28,0
11673,28,20.34,1,218,37,0
11674,4,25.21,1,277,11,0
11675,19,4.38,3,211,38,0
11676,21,16.61,3,345,7,0
11677,16,20.95,2,356,44,0
11678,7,23.58,2,356,48,0
11679,17,25.45,0,250,24,0
11680,13,9.17,2,360,32,0
11681,7,2.2,2,312,16,0
11682,25,17.23,1,68,1,0
11683,28,5.69,2,215,33,0
11684,4,22.71,1,370,50,1
11685,1,14.88,1,126,31,0
11686,8,9.78,0,260,12,0
11687,30,13.03,2,119,20,0
11688,27,4.48,1,192,46,0
11689,23,29.34,0,296,27,0
11690,16,7.66,2,271,7,0
11691,2,25.43,2,277,43,0
11692,25,22.71,0,101,26,0
11693,11,22.59,1,5,43,0
11694,10,25.86,2,366,12,0
11695,26,27.98,2,9,4,0
11696,6,8.78,1,108,24,0
11697,1,26.01,3,101,16,1
11698,29,11.82,0,306,46,0
11699,27,17.2,0,237,3,0
11700,28,15.45,1,369,46,0
11701,7,19.27,2,280,43,0
11702,30,9.47,2,276,7,0
11703,24,18.37,2,395,42,0
11704,4,2.55,0,218,32,0
11705,3,24.12,1,16,44,0
11706,29,29.91,1,125,34,1
11707,10,6.47,0,291,45,1
11708,16,19.81,2,194,39,1
11709,7,20.4,2,242,47,0
11710,9,21.02,0,87,18,0
11711,19,24.04,0,331,27,0
11712,20,21.9,3,127,5,0
11713,4,21.61,1,144,5,0
11714,30,6.89,0,29,32,0
11715,5,9.35,1,251,37,1
11716,23,5.24,1,201,45,0
11717,26,6.97,0,278,19,0
11718,28,10.88,2,142,1,0
11719,20,29.24,0,264,16,0
11720,8,21.37,0,299,50,1
11721,19,19.89,0,21,3,0
11722,7,25.57,2,114,5,0
11723,12,6.7,1,208,35,0
11724,29,4.76,0,316,2,0
11725,11,24.87,1,259,17,0
11726,11,5.76,3,49,14,1
11727,18,4.65,3,351,31,0
11728,24,5.95,1,329,18,0
11729,11,17.19,2,86,12,0
11730,7,18.33,2,306,41,0
11731,8,12.42,0,316,39,0
11732,22,8.45,2,280,4,0
11733,5,27.69,3,192,24,1
11734,8,26.16,2,328,8,0
11735,8,25.56,0,259,24,0
11736,17,26.82,2,181,48,1
11737,29,17.14,2,45,32,0
11738,29,17.74,1,107,22,0
11739,3,10.68,2,168,48,1
11740,24,13.99,3,318,42,1
11741,24,10.64,1,51,18,0
11742,25,18.66,0,202,23,0
11743,4,21.34,1,223,30,0
11744,28,9.78,1,144,15,0
11745,16,20.74,0,386,44,0
11746,5,12.72,1,42,43,0
11747,13,29.0,0,30,28,0
11748,29,4.69,1,144,25,0
11749,11,4.73,0,156,27,0
11750,25,8.18,0,214,19,0
11751,3,5.77,2,312,17,0
11752,6,24.61,0,87,36,1
11753,17,15.64,0,357,43,0
11754,3,24.78,0,219,38,0
11755,23,20.98,0,48,38,0
11756,12,17.5,0,362,2,0
11757,3,24.47,3,191,33,1
11758,11,4.33,1,183,1,0
11759,19,8.21,1,305,33,0
11760,30,19.65,0,394,50,1
11761,30,2.39,1,27,4,0
11762,25,10.28,2,219,18,0
11763,4,3.85,0,4,7,1
11764,16,23.68,3,23,45,1
11765,18,29.12,1,305,31,0
11766,1,9.32,2,200,3,0
11767,17,3.07,0,239,22,0
11768,6,27.78,1,234,47,0
11769,6,7.88,2,77,25,0
11770,14,29.75,2,310,27,0
11771,13,25.78,3,115,32,0
11772,14,23.51,1,40,45,0
11773,9,9.27,3,295,29,0
11774,14,15.99,1,75,36,0
11775,28,19.8,1,327,23,0
11776,13,29.74,1,45,4,0
11777,26,18.07,3,275,20,0
11778,9,9.91,3,85,26,0
11779,6,14.59,3,150,32,0
11780,18,6.61,1,89,3,0
11781,21,29.25,0,392,34,1
11782,29,18.08,0,12,48,0
11783,14,28.72,2,36,17,0
11784,20,26.92,3,242,45,0
11785,7,25.11,3,231,31,0
11786,7,21.82,2,239,18,0
11787,13,18.08,2,167,27,0
11788,9,4.36,2,23,15,0
11789,24,24.78,0,182,22,0
11790,6,10.82,2,334,15,0
11791,12,4.98,0,41,26,1
11792,29,17.4,1,206,50,0
11793,6,20.03,0,175,15,0
11794,7,24.23,3,258,8,0
11795,15,29.41,2,305,48,0
11796,5,22.84,1,150,11,0
11797,7,4.08,1,392,16,0
11798,24,9.67,0,219,1,1
11799,4,23.26,3,206,50,0
11800,15,27.24,3,166,49,1
11801,21,23.23,2,168,48,1
11802,4,22.54,3,121,20,0
11803,16,25.61,0,153,43,0
11804,8,23.14,2,96,25,0
11805,5,11.92,1,61,8,0
11806,9,20.57,1,41,48,0
11807,17,26.26,1,205,45,0
11808,28,4.5,2,277,39,0
11809,14,25.93,0,385,43,1
11810,14,18.6,1,240,17,0
11811,20,17.79,2,29,19,1
11812,8,17.42,0,287,13,0
11813,5,3.9,2,46,31,1
11814,21,7.55,2,310,10,0
11815,21,27.66,0,278,49,0
11816,15,25.92,1,203,36,0
11817,21,25.13,3,25,27,0
11818,8,5.87,0,56,24,0
11819,17,11.66,3,47,3,0
11820,10,13.25,2,226,8,1
11821,23,15.01,2,110,41,0
11822,26,13.61,2,277,8,0
11823,14,18.67,0,199,8,1
11824,21,10.39,2,175,43,0
11825,13,25.6,3,349,10,0
11826,7,5.55,2,131,12,1
11827,27,15.53,0,221,21,0
11828,24,20.82,3,341,9,1
11829,14,19.3,3,121,46,0
11830,10,2.89,0,269,11,0
11831,10,11.95,1,85,10,0
11832,24,9.89,3,184,14,0
11833,29,4.26,1,29,14,0
11834,8,10.14,0,218,35,0
11835,8,21.9,2,129,31,0
11836,2,9.06,0,371,31,0
11837,21,10.42,3,383,18,0
11838,4,19.34,0,242,17,0
11839,19,14.55,1,250,31,0
11840,16,11.43,1,240,29,1
11841,22,8.77,0,235,43,1
11842,6,20.69,2,109,18,0
11843,15,21.51,0,173,33,0
11844,12,21.47,3,237,20,0
11845,19,22.37,1,285,6,0
11846,4,15.04,0,353,23,0
11847,8,12.1,3,156,10,0
11848,20,19.67,1,59,2,0
11849,15,22.72,2,21,48,0
11850,29,26.24,3,392,34,0
11851,27,6.88,2,27,45,0
11852,7,19.84,3,310,50,0
11853,15,4.98,0,196,16,0
11854,14,19.0,1,68,49,0
11855,21,13.31,2,205,50,0
11856,20,23.4,1,261,30,0
11857,25,26.09,2,346,50,0
11858,10,9.73,0,374,2,0
11859,18,12.63,3,147,30,1
11860,27,29.95,0,15,39,0
11861,20,6.4,1,40,10,0
11862,5,10.18,3,187,8,0
11863,17,16.78,3,32,27,0
11864,19,21.7,3,184,3,0
11865,29,19.62,2,309,6,0
11866,12,4.74,0,96,19,0
11867,21,16.08,2,351,9,1
11868,17,11.81,3,50,35,0
11869,13,5.89,3,29,37,0
11870,4,6.49,3,383,14,1
11871,11,20.11,2,239,33,0
11872,26,27.43,0,121,15,0
11873,12,22.28,0,317,4,0
11874,4,24.46,0,267,16,1
11875,26,10.1,0,298,47,0
11876,17,5.89,0,263,42,0
11877,7,19.48,0,157,36,0
11878,10,14.2,2,348,18,1
11879,2,14.65,3,244,37,1
11880,29,26.3,0,84,33,0
11881,6,5.22,0,387,17,1
11882,30,23.24,1,14,42,0
11883,7,3.74,2,354,31,0
11884,15,22.94,3,90,13,0
11885,30,26.07,3,223,18,0
11886,15,22.26,2,105,48,0
11887,26,5.3,0,80,6,0
11888,23,15.62,1,242,26,0
11889,11,27.17,1,58,23,0
11890,11,20.78,2,347,18,0
11891,29,22.13,2,79,11,0
11892,29,4.42,0,192,6,0
11893,12,13.58,1,295,33,0
11894,9,22.32,1,47,35,1
11895,25,17.85,2,117,44,0
11896,19,21.22,3,156,39,0
11897,20,2.95,1,84,27,0
11898,18,19.59,2,179,39,0
11899,10,6.83,0,339,16,0
11900,10,10.6,0,68,31,0
11901,17,21.74,0,384,11,0
11902,24,10.26,3,394,36,0
11903,21,26.45,1,387,23,1
11904,12,25.96,3,197,27,1
11905,1,15.4,0,178,43,0
11906,9,22.51,3,77,38,0
11907,22,6.46,1,384,39,1
11908,17,8.58,2,44,30,0
11909,13,25.39,1,376,11,0
11910,11,13.59,0,55,8,1
11911,10,2.82,3,157,15,0
11912,28,9.48,0,66,49,0
11913,4,14.25,0,19,38,0
11914,15,4.24,0,266,37,0
11915,20,26.15,1,78,50,0
11916,5,6.11,2,291,15,0
11917,24,6.85,2,56,20,1
11918,7,16.83,3,91,3,0
11919,23,29.98,3,353,33,0
11920,12,19.53,3,165,44,0
11921,14,17.38,2,231,30,0
11922,23,19.27,3,204,20,0
11923,7,17.34,0,199,43,0
11924,28,26.72,0,96,40,0
11925,8,29.11,3,84,19,0
11926,11,9.46,3,199,6,0
11927,23,23.22,0,268,41,0
11928,15,10.98,2,19,40,0
11929,24,20.77,0,198,25,1
11930,10,19.06,1,219,21,0
11931,16,6.62,3,280,13,0
11932,5,6.36,3,254,23,0
11933,29,5.69,2,22,8,0
11934,3,19.3,3,204,14,0
11935,3,8.17,1,50,19,0
11936,1,27.5,1,164,30,0
11937,7,23.19,0,276,18,0
11938,29,23.96,3,327,16,0
11939,19,7.51,2,172,19,0
11940,5,25.06,2,289,25,0
11941,27,2.93,2,211,44,0
11942,6,8.97,2,276,22,0
11943,26,10.6,3,27,19,0
11944,17,2.34,3,384,31,1
11945,20,29.93,3,208,6,0
11946,6,7.26,0,127,41,0
11947,29,8.86,3,176,42,0
11948,27,2.7,1,125,7,1
11949,5,3.23,1,149,9,0
11950,29,15.61,0,118,47,0
11951,10,27.57,2,200,25,0
11952,5,16.76,0,106,40,0
11953,27,26.25,3,10,45,0
11954,15,14.29,2,298,22,0
11955,12,17.27,2,395,16,0
11956,24,29.28,2,271,3,0
11957,18,21.73,0,281,13,0
11958,21,10.11,1,184,5,1
11959,7,25.9,1,360,21,0
11960,4,22.87,1,161,18,0
11961,29,14.63,0,287,27,1
11962,17,21.53,0,266,35,0
11963,9,29.18,0,173,49,0
11964,20,4.92,3,370,29,0
11965,21,7.29,0,378,48,0
11966,9,16.26,3,108,6,0
11967,26,13.53,2,199,31,0
11968,29,8.38,1,339,45,0
11969,20,21.63,1,367,18,1
11970,6,28.2,3,121,10,0
11971,7,10.64,0,249,29,0
11972,20,28.04,3,238,44,0
11973,6,27.01,3,145,46,0
11974,12,23.12,1,102,48,0
11975,3,26.75,0,316,29,0
11976,24,5.66,2,28,10,0
11977,29,23.18,2,86,31,0
11978,22,7.37,2,291,22,0
11979,8,13.29,0,24,30,0
11980,18,26.38,0,162,47,0
11981,28,5.43,3,313,25,1
11982,3,20.4,1,126,12,0
11983,10,26.61,2,19,42,0
11984,4,3.74,2,229,7,0
11985,15,20.32,0,341,37,1
11986,26,17.17,0,219,23,1
11987,25,24.65,2,362,11,0
11988,4,29.14,0,12,49,0
11989,21,24.66,1,243,22,0
11990,24,2.86,3,168,42,0
11991,29,26.83,2,181,33,0
11992,20,5.57,1,179,44,0
11993,12,11.37,3,332,28,0
11994,3,19.84,3,78,48,0
11995,1,18.77,2,56,18,0
11996,8,14.88,3,78,20,0
11997,11,25.6,1,75,40,0
11998,11,2.18,1,16,4,0
11999,24,29.81,1,141,1,0
12000,28,22.32,0,234,31,0
12001,12,15.65,2,217,24,1
12002,13,20.74,3,134,15,0
12003,25,28.06,1,210,40,0
12004,21,27.94,3,270,15,0
12005,9,25.8,0,338,3,0
12006,11,19.52,3,243,2,0
12007,20,17.13,2,152,14,0
12008,15,12.25,0,329,44,0
12009,16,19.9,1,244,11,0
12010,29,28.57,0,86,47,0
12011,24,13.62,1,104,19,0
12012,11,28.93,3,321,24,0
12013,17,23.35,1,57,24,0
12014,28,14.7,3,315,22,0
12015,3,19.64,2,181,27,0
12016,20,23.57,3,100,31,0
12017,8,20.58,3,361,49,1
12018,20,15.64,3,222,30,0
12019,6,10.32,3,295,26,0
12020,26,17.34,2,315,37,0
12021,27,12.94,3,92,6,0
12022,4,16.04,1,234,22,0
12023,25,2.98,3,395,47,1
12024,17,7.89,0,379,14,0
12025,14,27.02,1,183,9,0
12026,12,3.14,2,286,41,0
12027,6,14.36,0,307,4,0
12028,22,12.05,1,334,48,1
12029,29,7.08,1,329,33,0
12030,20,2.44,2,281,8,0
12031,7,17.27,3,373,41,0
12032,9,19.88,2,251,46,0
12033,21,15.26,1,273,35,0
12034,30,26.61,0,339,7,0
12035,27,16.26,3,147,3,0
12036,7,28.99,2,330,40,0
12037,10,11.83,1,7,7,1
12038,13,15.8,1,157,39,1
12039,4,11.74,0,339,5,0
12040,19,8.16,1,287,47,0
12041,24,14.17,1,335,45,0
12042,14,19.34,3,286,1,1
12043,13,14.21,0,88,23,0
12044,30,12.87,0,286,4,0
12045,14,13.02,2,342,34,0
12046,28,9.03,1,380,5,0
12047,21,20.06,1,328,14,0
12048,11,12.07,0,264,33,0
12049,20,5.38,0,221,42,0
12050,7,8.95,1,101,43,0
12051,22,12.34,3,295,15,0
12052,14,20.12,3,168,11,0
12053,25,18.13,0,147,41,0
12054,3,11.77,2,297,10,1
12055,24,10.37,2,357,19,0
12056,2,9.18,3,361,27,0
12057,4,7.02,3,86,38,0
12058,10,5.09,0,26,16,1
12059,18,5.69,0,236,37,0
12060,2,11.49,0,244,25,0
12061,16,9.16,3,186,48,0
12062,25,24.7,0,322,15,0
12063,14,15.81,1,90,35,0
12064,26,4.59,3,59,26,0
12065,2,23.85,0,1,49,0
12066,10,19.94,1,174,29,1
12067,10,12.49,2,59,18,0
12068,15,13.89,1,202,29,0
12069,2,26.44,1,237,37,0
12070,29,25.41,3,63,3,0
12071,10,4.88,2,27,46,1
12072,19,12.15,2,336,38,0
12073,26,26.36,1,268,36,0
12074,21,28.12,0,362,13,0
12075,16,11.74,0,330,20,1
12076,22,7.19,2,42,42,0
12077,20,22.2,3,220,2,0
12078,1,14.28,1,177,29,0
12079,12,22.74,1,324,6,0
12080,14,12.21,1,282,25,0
12081,3,18.95,0,197,25,0
12082,17,21.48,2,178,28,0
12083,27,27.71,2,94,15,0
12084,16,12.92,1,126,39,0
12085,18,13.6,2,197,49,0
12086,30,20.23,2,283,9,0
12087,19,26.8,3,140,4,0
12088,3,18.78,2,126,3,0
12089,20,9.04,2,251,31,0
12090,10,26.01,2,388,16,0
12091,2,15.69,2,181,34,0
12092,5,12.93,0,157,42,1
12093,6,4.39,1,258,38,0
12094,15,15.96,3,397,21,0
12095,28,14.45,0,231,46,0
12096,24,6.23,3,119,31,0
12097,20,17.87,0,165,17,1
12098,21,27.4,1,106,44,1
12099,5,19.13,2,390,42,1
12100,21,3.56,3,171,11,0
12101,5,26.15,3,397,4,0
12102,4,27.27,2,270,12,0
12103,12,11.0,0,380,27,0
12104,2,24.32,0,255,48,0
12105,26,17.2,1,398,49,0
12106,27,13.55,2,161,5,0
12107,28,10.39,0,320,23,0
12108,7,2.22,0,188,26,0
12109,1,7.13,1,342,24,0
12110,3,16.3,3,284,2,0
12111,1,24.66,3,130,23,0
12112,12,20.71,1,217,28,1
12113,10,26.19,1,119,27,0
12114,20,18.57,3,35,16,0
12115,1,21.96,2,288,25,0
12116,16,4.15,3,271,25,0
12117,7,21.2,0,13,50,0
12118,7,24.77,1,107,44,0
12119,15,18.0,1,266,7,1
12120,19,2.14,1,130,15,0
12121,3,6.48,1,44,27,0
12122,8,9.53,3,129,18,0
12123,23,26.15,0,229,23,0
12124,12,12.54,2,360,28,1
12125,22,19.14,2,31,31,0
12126,20,21.24,2,117,25,0
12127,15,4.09,1,193,42,0
12128,15,19.63,3,275,37,0
12129,19,20.16,3,132,4,0
12130,10,24.59,0,230,12,0
12131,17,4.84,3,31,10,0
12132,13,14.04,0,383,2,0
12133,6,15.86,2,123,30,0
12134,7,26.57,0,251,36,0
12135,4,26.06,1,255,25,0
12136,4,18.62,3,282,1,0
12137,20,9.12,2,88,2,0
12138,3,18.29,1,196,11,0
12139,9,2.51,0,127,4,0
12140,12,21.37,3,351,37,0
12141,26,22.64,3,214,29,0
12142,16,20.31,0,264,33,0
12143,8,6.28,3,79,43,1
12144,4,4.63,2,15,6,0
12145,27,4.23,2,382,48,0
12146,15,12.2,2,365,29,0
12147,15,23.2,3,364,5,0
12148,22,16.07,1,189,50,0
12149,14,16.06,0,176,30,0
12150,8,13.56,3,150,6,0
12151,16,28.04,1,60,34,0
12152,7,2.79,1,149,2,1
12153,7,13.75,1,309,3,0
12154,9,6.13,3,363,43,0
12155,7,2.65,1,328,10,0
12156,20,2.82,2,61,47,0
12157,1,21.63,1,190,26,0
12158,11,28.43,2,174,20,0
12159,13,28.37,3,107,37,1
12160,15,28.76,2,132,6,1
12161,21,6.26,0,137,1,0
12162,18,29.06,2,253,14,0
12163,26,5.9,1,104,21,0
12164,17,6.19,3,46,1,1
12165,9,18.97,2,236,12,0
12166,26,15.98,3,259,49,0
12167,12,18.49,0,34,44,0
12168,9,6.72,2,330,15,0
12169,17,2.08,3,90,43,0
12170,19,28.74,3,292,34,0
12171,23,25.63,2,2,24,0
12172,26,25.82,3,6,45,0
12173,27,12.97,2,151,45,0
12174,6,5.79,1,371,45,0
12175,10,16.3,3,45,11,0
12176,27,6.09,2,260,5,1
12177,19,8.41,0,290,50,0
12178,5,22.14,2,189,43,0
12179,29,28.46,1,127,37,0
12180,8,14.22,3,163,44,0
12181,9,12.34,2,145,38,0
12182,12,9.19,1,107,36,1
12183,11,17.84,2,259,15,0
12184,13,8.6,2,340,34,0
12185,18,9.79,0,249,5,0
12186,1,8.61,3,244,6,0
12187,26,21.92,2,162,46,0
12188,29,21.52,0,176,50,0
12189,21,27.27,3,356,29,0
12190,23,29.03,0,43,20,0
12191,19,27.41,2,286,7,0
12192,19,15.19,3,354,22,0
12193,5,4.12,1,205,27,0
12194,16,26.62,1,255,30,0
12195,22,15.44,1,51,2,0
12196,17,5.39,1,282,40,0
12197,18,15.2,1,79,38,0
12198,13,6.76,2,252,19,0
12199,29,22.55,0,255,46,0
12200,25,6.09,3,116,13,0
12201,20,23.65,2,46,49,0
12202,24,12.37,2,71,6,0
12203,12,24.21,1,119,12,0
12204,14,19.88,0,81,37,0
12205,27,17.16,3,349,46,0
12206,24,16.05,1,90,15,0
12207,5,11.28,2,210,11,0
12208,15,13.35,2,312,47,0
12209,25,10.88,3,181,19,0
12210,21,16.32,3,127,47,0
12211,28,26.73,1,334,13,0
12212,13,15.18,2,278,18,0
12213,26,24.1,3,200,31,0
12214,1,27.89,3,29,10,0
12215,17,8.54,1,103,36,0
12216,28,28.87,2,169,46,0
12217,8,5.94,1,92,43,0
12218,28,15.09,3,360,50,1
12219,23,10.38,2,43,15,0
12220,29,14.19,0,268,42,1
12221,21,12.22,2,300,16,0
12222,6,7.19,0,357,14,0
12223,6,21.28,2,145,28,0
12224,20,28.7,1,99,36,0
12225,20,27.32,3,391,45,0
12226,2,3.7,1,63,29,0
12227,2,5.4,3,168,24,0
12228,6,5.25,0,282,35,0
12229,28,28.59,2,187,19,0
12230,29,22.53,3,206,8,0
12231,5,25.02,1,104,11,0
12232,12,22.99,0,60,9,1
12233,28,9.67,0,84,36,0
12234,7,5.82,2,106,15,0
12235,21,21.66,1,299,2,0
12236,30,19.05,0,302,10,0
12237,21,2.13,3,10,48,0
12238,10,29.22,1,248,4,0
12239,20,10.4,0,22,17,0
12240,11,9.48,0,329,47,0
12241,27,22.31,1,80,48,0
12242,16,7.57,2,265,30,0
12243,30,4.17,0,396,10,0
12244,11,2.62,0,373,32,0
12245,11,11.02,3,113,41,0
12246,17,24.46,3,100,7,0
12247,5,26.18,0,90,4,0
12248,30,20.8,1,317,1,0
12249,30,21.01,0,216,11,0
12250,14,25.14,2,136,36,0
12251,7,29.61,1,270,25,0
12252,25,9.2,1,240,46,0
12253,24,19.0,2,247,32,1
12254,21,6.18,2,294,11,0
12255,28,7.53,3,394,17,1
12256,11,14.65,3,184,39,0
12257,17,7.31,3,226,45,0
12258,27,22.09,0,129,3,1
12259,16,4.64,3,272,15,0
12260,10,20.22,2,363,28,1
12261,11,7.37,0,246,8,0
12262,10,19.44,2,254,18,0
12263,9,8.53,0,6,46,0
12264,2,15.39,1,315,45,0
12265,23,28.57,0,347,33,0
12266,21,13.93,2,253,19,0
12267,7,4.8,2,122,43,1
12268,6,26.15,0,128,48,1
12269,28,28.27,2,254,13,0
12270,5,4.66,0,251,42,0
12271,21,12.68,3,110,40,0
12272,25,13.26,3,271,31,0
12273,29,28.0,0,155,15,0
12274,12,8.54,0,341,32,0
12275,15,17.93,0,332,8,0
12276,25,25.1,2,299,19,0
12277,25,28.51,2,29,22,0
12278,5,27.81,0,268,46,0
12279,29,17.32,1,301,36,0
12280,18,24.13,3,54,45,0
12281,14,20.87,2,359,41,0
12282,9,23.77,2,155,32,0
12283,3,28.98,1,28,32,0
12284,1,29.83,0,61,20,0
12285,28,11.93,3,379,32,1
12286,17,28.52,2,215,49,0
12287,22,8.7,0,246,43,0
12288,10,14.05,0,236,45,0
12289,2,21.79,2,27,44,0
12290,22,11.42,3,223,18,0
12291,12,18.26,0,61,3,0
12292,15,3.97,2,134,43,1
12293,19,10.01,2,126,43,0
12294,28,25.29,0,78,27,0
12295,14,10.95,0,207,4,0
12296,1,25.87,1,61,15,0
12297,29,8.59,0,290,16,0
12298,8,16.41,2,231,36,1
12299,11,21.28,0,112,43,0
12300,3,5.85,0,32,4,0
12301,7,16.65,1,39,41,0
12302,11,17.33,0,55,9,0
12303,16,21.21,0,378,35,0
